platplc_short,jijigu,approvyear,platarea_py,bdarea_py,tyyyymm,tyyyymm,totalprc,etcprc
서울특별시 강남구 청담동,3종일반,15.12.28,73,191,20201,202010,1500000,"토:19,828 만
건:275 만"
서울특별시 용산구 한남동,2종일반,00.02.03,102,363,202012,202012,1500000,"토:14,705 만"
서울특별시 성동구 성수동2,준공업,88.05.20,212,584,202011,202011,1500000,"토:7,075 만"
서울특별시 서초구 서초동,3종일반,06.12.28,150,118,202101,202101,1500000,"토:9,980 만
건:25 만"
서울특별시 강동구 명일동,3종일반,03.06.27,270,972,202103,202103,1500000,"토:5,555 만"
서울특별시 서초구 서초동,3종일반,80.11.04,176,407,202102,202102,1500000,"토:8,522 만"
서울특별시 강북구 번동,3종일반,89.12.29,527,1750,202103,202103,1500000,"토:2,846 만"
서울특별시 노원구 상계동,준주거,91.11.08,157,605,202105,202105,1500000,"토:9,554 만"
서울특별시 양천구 목동,3종일반,03.12.31,178,207,202103,202103,1500000,"토:8,876 만"
서울특별시 광진구 구의동,3종일반,87.12.09,220,581,202104,202104,1500000,"토:6,818 만"
서울특별시 서초구 양재동,2종일반,05.03.19,113,491,202104,202104,1500000,"토:13,274 만"
서울특별시 서초구 방배동,2종일반,80.12.29,127,285,202108,202108,1500000,"토:11,811 만"
서울특별시 강남구 논현동,2종일반,19.10.16,164,444,20211,202110,1500000,"토:8,161 만
건:363 만"
서울특별시 종로구 당주동,일반상업,63.05.06,128,317.2,202112,202112,1500000,"토:11,718 만"
서울특별시 강남구 역삼동,3종일반,21.09.16,83,307,202201,202201,1500000,"토:16,451 만
건:438 만"
서울특별시 송파구 석촌동,3종일반,92.10.26,111,346,202202,202202,1500000,"토:15,306 만"
서울특별시 서초구 잠원동,2종일반,89.09.21,114,339,202203,202203,1500000,"토:13,157 만"
서울특별시 강남구 신사동,3종일반,87.08.14,72,189,202204,202204,1500000,"토:20,833 만"
서울특별시 강남구 대치동,3종일반,89.01.31,88,174,202204,202204,1500000,"토:17,045 만"
서울특별시 마포구 동교동,근린상업,90.10.16,113,271,202204,202204,1500000,"토:13,274 만"
서울특별시 송파구 가락동,3종일반,16.12.29,181,703,202204,202204,1500000,"토:7,316 만
건:250 만"
서울특별시 동대문구 제기동,3종일반,83.11.11,281,1047,202205,202205,1500000,"토:5,338 만"
서울특별시 동대문구 장안동,2종일반,13.09.11,265,717,202207,202207,1500000,"토:5,186 만
건:175 만"
서울특별시 마포구 현석동,3종일반,15.03.10,303,435,202303,202303,1500000,"토:4,555 만
건:275 만"
서울특별시 강남구 역삼동,2종일반,13.11.28,78,207,202304,202304,1500000,"토:19,328 만
건:150 만"
서울특별시 송파구 석촌동,2종일반,91.06.26,262,765,202304,202304,1500000,"토:5,725 만"
서울특별시 영등포구 영등포,일반상업,04.04.19,141,597,202304,202304,1500000,"토:10,638 만"
서울특별시 종로구 동숭동,3종일반,91.09.12,158,621,202304,202304,1500000,"토:9,493 만"
서울특별시 강남구 논현동,2종일반,98.01.31,72,337,202305,202305,1500000,"토:20,833 만"
서울특별시 중구 광희동1가,일반상업,65.11.10,185,394,202003,202003,1499850,"토:8,107 만"
서울특별시 광진구 능동,일반상업,05.09.20,117,691,202107,202107,1495000,"토:12,777 만"
서울특별시 중구 수표동,일반상업,70.12.30,74,96,202202,202202,1494500,"토:20,195 만"
서울특별시 강남구 논현동,2종일반,20.08.14,120,302,20211,202110,1490000,"토:11,387 만
건:409 만"
서울특별시 서초구 방배동,3종일반,96.06.15,74,394,202208,202208,1490000,"토:20,135 만"
서울특별시 서초구 서초동,3종일반,92.12.17,100,277,20221,202210,1490000,"토:14,900 만"
서울특별시 종로구 동숭동,3종일반,06.07.14,119.4,542,202111,202111,1485000,"토:12,407 만
건:25 만"
서울특별시 송파구 가락동,3종일반,94.10.31,306.5,958,202002,202002,1480000,"토:4,836 만"
서울특별시 송파구 삼전동,3종일반,93.04.02,166,66,202102,202102,1480000,"토:8,915 만"
서울특별시 성동구 성수동2,준공업,09.05.19,139,536,202103,202103,1480000,"토:10,261 만
건:100 만"
서울특별시 강남구 대치동,일반상업,04.04.12,100,604,202103,202103,1480000,"토:14,800 만"
서울특별시 용산구 한남동,2종일반,87.12.02,155,549,202108,202108,1480000,"토:9,548 만"
서울특별시 중구 황학동,일반상업,69.12.30,108,298,202205,202205,1480000,"토:13,703 만"
서울특별시 강남구 신사동,2종일반,86.07.08,79,187,202302,202302,1480000,"토:18,734 만"
서울특별시 성동구 성수동2,준공업,75.12.03,211.9,726,202007,202007,1478000,"토:7,004 만"
서울특별시 동작구 상도동,3종일반,86.09.15,308.9,222,202109,202109,1476491,"토:4,793 만"
서울특별시 강남구 신사동,3종일반,05.03.08,101.5,415,202009,202009,1475000,"토:14,501 만
건:25 만"
서울특별시 영등포구 양평동,준공업,00.07.08,522,962,202105,202105,1474636,"토:2,824 만"
서울특별시 관악구 신림동,3종일반,76.09.27,309,900,202007,202007,1470000,"토:4,757 만"
서울특별시 용산구 원효로1,2종일반,02.01.15,367.5,453.5,202103,202103,1470000,"토:4,005 만"
서울특별시 종로구 동숭동,3종일반,83.01.15,115,220,202011,202011,1470000,"토:12,782 만"
서울특별시 용산구 한강로3,일반상업,72.01.13,106,311,202103,202103,1470000,"토:13,867 만"
서울특별시 노원구 상계동,3종일반,01.09.20,562.6,150,202107,202107,1470000,"토:2,615 만"
서울특별시 마포구 서교동,2종일반,12.10.22,173,603,202108,202108,1470000,"토:7,887 만
건:175 만"
서울특별시 강남구 역삼동,3종일반,86.06.19,101,271,202205,202205,1470000,"토:14,554 만"
서울특별시 종로구 종로2가,일반상업,83.06.15,42,244,202207,202207,1470000,"토:35,000 만"
서울특별시 서대문구 북아현,준주거,58.08.21,279.2,191.4,202011,202011,1465272,"토:5,251 만"
서울특별시 성북구 하월곡동,일반상업,86.08.28,272.9,1461,202106,202106,1465000,"토:5,386 만"
서울특별시 송파구 잠실동,준주거,94.12.29,154,57,202205,202205,1463000,"토:9,500 만"
서울특별시 서초구 서초동,3종일반,92.01.06,197,697,202007,202007,1460000,"토:7,411 만"
서울특별시 강남구 논현동,일반상업,76.09.02,151.6,569.4,202104,202104,1457105,"토:9,649 만"
서울특별시 광진구 화양동,일반상업,87.08.17,87,236,202102,202102,1455000,"토:16,724 만"
서울특별시 마포구 공덕동,일반상업,85.03.23,142.2,373,202108,202108,1455000,"토:10,246 만"
서울특별시 강남구 신사동,3종일반,86.11.06,146,421,202002,202002,1450000,"토:9,931 만"
서울특별시 성북구 보문동7,준주거,04.06.17,291,1201,202007,202007,1450000,"토:4,982 만"
서울특별시 동대문구 장안동,일반상업,93.04.23,246,444,202101,202101,1450000,"토:5,894 만"
서울특별시 관악구 신림동,일반상업,94.02.24,145,894,202104,202104,1450000,"토:10,000 만"
서울특별시 용산구 후암동,2종일반,95.02.27,258.2,136,202104,202104,1450000,"토:5,620 만"
서울특별시 송파구 석촌동,3종일반,95.10.16,255,407,202104,202104,1450000,"토:5,686 만"
서울특별시 영등포구 영등포,일반상업,76.06.14,198,74,202106,202106,1450000,"토:7,323 만"
서울특별시 서초구 서초동,3종일반,91.01.31,180,637,202106,202106,1450000,"토:8,055 만"
서울특별시 강남구 삼성동,일반상업,87.11.27,108,302,202109,202109,1450000,"토:13,425 만"
서울특별시 성동구 성수동2,준공업,88.10.04,100,315,202111,202111,1450000,"토:14,500 만"
서울특별시 영등포구 영등포,일반상업,96.12.18,181,636,202201,202201,1450000,"토:8,011 만"
서울특별시 구로구 온수동,2종일반,14.08.29,381,1309,202204,202204,1450000,"토:3,118 만
건:200 만"
서울특별시 서초구 서초동,3종일반,85.01.17,125,322,202205,202205,1450000,"토:11,600 만"
서울특별시 중구 장충동2가,3종일반,85.02.13,107,301,202209,202209,1450000,"토:13,551 만"
서울특별시 서초구 반포동,3종일반,74.11.16,67,71,202202,202202,1448000,"토:21,611 만"
서울특별시 송파구 석촌동,준주거,91.09.13,121,472,202008,202008,1440000,"토:11,900 만"
서울특별시 강남구 신사동,3종일반,20.12.25,99,390.8,202101,202101,1440000,"토:13,216 만
건:333 만"
서울특별시 강동구 암사동,3종일반,90.01.11,256,702,202208,202208,1440000,"토:5,625 만"
서울특별시 송파구 방이동,3종일반,09.12.07,214,1022,202012,202012,1430000,"토:6,085 만
건:125 만"
서울특별시 강남구 역삼동,일반상업,91.07.22,101,444,202102,202102,1430000,"토:14,158 만"
서울특별시 강남구 삼성동,일반상업,91.09.26,108,303,202102,202102,1430000,"토:13,240 만"
서울특별시 서초구 방배동,3종일반,86.09.17,211,483,202106,202106,1430000,"토:6,777 만"
서울특별시 용산구 동빙고동,2종일반,70.08.31,171,148.1,202107,202107,1430000,"토:8,362 만"
서울특별시 강남구 신사동,3종일반,86.11.28,106,245,202106,202106,1430000,"토:13,490 만"
서울특별시 영등포구 영등포,일반상업,81.10.10,130,466,202111,202111,1430000,"토:11,000 만"
서울특별시 중구 서소문동,일반상업,75.12.22,117,426,202111,202111,1430000,"토:12,222 만"
서울특별시 강남구 논현동,1종일반,91.09.09,141,190,20221,202210,1430000,"토:10,141 만"
서울특별시 서초구 양재동,2종일반,92.01.15,269,112,202007,202007,1425600,"토:5,299 만"
서울특별시 노원구 상계동,3종일반,07.10.02,474,301,202004,202004,1422000,"토:2,936 만
건:100 만"
서울특별시 서초구 서초동,3종일반,04.01.29,180,777,202104,202104,1421700,"토:7,898 만"
서울특별시 중구 수표동,일반상업,64.07.00,114,99,202107,202107,1421400,"토:12,468 만"
서울특별시 강남구 역삼동,일반상업,84.02.27,129,321,202002,202002,1420000,"토:11,007 만"
서울특별시 중구 예관동,일반상업,70.01.09,147,1688,202109,202109,1420000,"토:9,659 만"
서울특별시 동작구 본동,3종일반,85.06.29,238,513,202012,202012,1415260,"토:5,946 만"
서울특별시 강남구 역삼동,1종전용,15.01.05,140,214,202104,202104,1415000,"토:9,725 만
건:250 만"
서울특별시 광진구 구의동,3종일반,94.04.18,184,733,202208,202208,1410000,"토:7,663 만"
서울특별시 동대문구 신설동,일반상업,09.10.09,104,939,202208,202208,1410000,"토:12,880 만
건:75 만"
서울특별시 강남구 도곡동,3종일반,75.10.15,224,143,202011,202011,1408350,"토:6,287 만"
서울특별시 강남구 역삼동,3종일반,92.02.26,162,497,202001,202001,1405000,"토:8,672 만"
서울특별시 강서구 공항동,근린상업,94.06.14,399.9,1214,202109,202109,1404295,"토:3,519 만"
서울특별시 강남구 역삼동,3종일반,87.12.28,226,572,202003,202003,1400000,"토:6,194 만"
서울특별시 성동구 성수동1,준공업,63.01.05,300,112,202004,202004,1400000,"토:4,666 만"
서울특별시 광진구 자양동,3종일반,88.09.21,330,1320,202006,202006,1400000,"토:4,242 만"
서울특별시 강남구 역삼동,3종일반,03.05.02,157,432,202009,202009,1400000,"토:8,917 만"
서울특별시 서초구 서초동,3종일반,90.03.20,136,377,202011,202011,1400000,"토:10,294 만"
서울특별시 강동구 암사동,준주거,08.05.30,158,846,202011,202011,1400000,"토:7,585 만
건:238 만"
서울특별시 강남구 논현동,3종일반,82.12.30,119,341,202105,202105,1400000,"토:11,764 만"
서울특별시 강서구 등촌동,준주거,98.01.13,169,802,202106,202106,1400000,"토:8,284 만"
서울특별시 서초구 방배동,2종일반,89.09.29,170,704,202107,202107,1400000,"토:8,235 만"
서울특별시 중구 신당동,준주거,68.05.23,253,401,202107,202107,1400000,"토:5,533 만"
서울특별시 구로구 고척동,준공업,84.08.07,325,541,202108,202108,1400000,"토:4,307 만"
서울특별시 서초구 잠원동,2종일반,88.11.12,93,263,202109,202109,1400000,"토:15,053 만"
서울특별시 서대문구 창천동,3종일반,95.10.31,78,399,202111,202111,1400000,"토:17,948 만"
서울특별시 강동구 명일동,3종일반,92.04.15,165,127,202112,202112,1400000,"토:8,484 만"
서울특별시 강남구 논현동,2종일반,98.01.31,72,337,202203,202203,1400000,"토:19,444 만"
서울특별시 영등포구 당산동,준공업,20.08.28,150,753,202205,202205,1400000,"토:7,576 만
건:350 만"
서울특별시 영등포구 문래동,준공업,67.12.25,134,188,202212,202212,1400000,"토:10,447 만"
서울특별시 강남구 청담동,3종일반,02.10.17,83,225,202302,202302,1400000,"토:16,867 만"
서울특별시 종로구 종로3가,일반상업,72.09.03,12,199,202305,202305,1400000,"토:116,666 만"
서울특별시 광진구 자양동,2종일반,90.07.19,214,678,202304,202304,1400000,"토:6,542 만"
서울특별시 강남구 역삼동,2종일반,03.02.15,58,146,202006,202006,1398000,"토:24,103 만"
서울특별시 강동구 상일동,3종일반,88.12.16,182,546,202106,202106,1397000,"토:7,675 만"
서울특별시 강남구 신사동,2종일반,88.12.13,92,305,202002,202002,1390000,"토:15,108 만"
서울특별시 동작구 사당동,3종일반,14.08.20,163.7,615,202006,202006,1390000,"토:7,390 만
건:301 만"
서울특별시 성동구 성수동2,준공업,88.11.22,153,345,202007,202007,1390000,"토:9,084 만"
서울특별시 강남구 삼성동,3종일반,96.11.20,92,483,202101,202101,1390000,"토:15,108 만"
서울특별시 강남구 논현동,2종일반,14.12.01,124,451,202101,202101,1390000,"토:10,148 만
건:291 만"
서울특별시 강남구 청담동,3종일반,80.06.14,67,123,202111,202111,1390000,"토:20,746 만"
서울특별시 서초구 서초동,3종일반,85.12.14,90.9,175,202202,202202,1390000,"토:15,444 만"
서울특별시 마포구 서교동,2종일반,70.12.28,120,147,202107,202107,1390000,"토:11,583 만"
서울특별시 성동구 성수동1,준공업,88.04.10,204,519.4,202006,202006,1380000,"토:6,764 만"
서울특별시 서초구 서초동,일반상업,92.06.08,126,564,202007,202007,1380000,"토:10,952 만"
서울특별시 광진구 광장동,3종일반,93.12.06,271,421,202101,202101,1380000,"토:5,092 만"
서울특별시 서초구 서초동,3종일반,91.09.03,173,129,202101,202101,1380000,"토:7,976 만"
서울특별시 송파구 송파동,3종일반,84.09.14,204.6,398,202202,202202,1380000,"토:6,865 만"
서울특별시 강남구 청담동,2종일반,90.08.16,81,182,202205,202205,1380000,"토:17,037 만"
서울특별시 동대문구 장안동,3종일반,84.08.23,282,875,202204,202204,1380000,"토:4,893 만"
서울특별시 강남구 논현동,1종일반,22.06.17,84,222,202304,202304,1380000,"토:14,671 만
건:665 만"
서울특별시 강북구 미아동,3종일반,92.04.08,216.8,588,202007,202007,1370000,"토:6,342 만"
서울특별시 강남구 도곡동,3종일반,19.06.18,98,329,202106,202106,1370000,"토:12,817 만
건:346 만"
서울특별시 강남구 역삼동,2종일반,91.07.27,139,561,202008,202008,1364000,"토:9,812 만"
서울특별시 송파구 송파동,3종일반,84.09.14,204.6,398,202007,202007,1360000,"토:6,766 만"
서울특별시 종로구 동숭동,3종일반,01.11.01,115,429,202111,202111,1360000,"토:11,826 만"
서울특별시 강남구 신사동,2종일반,22.08.22,71,181,202211,202211,1360000,"토:17,370 만
건:700 만"
서울특별시 서초구 서초동,3종일반,18.07.06,174,574,202003,202003,1355000,"토:6,647 만
건:345 만"
서울특별시 성북구 삼선동5,준주거,98.04.17,276,1400,202003,202003,1355000,"토:4,909 만"
서울특별시 서초구 양재동,2종일반,89.06.10,300.2,188,202004,202004,1350000,"토:4,500 만"
